State,CID,Year,HHI,American Indian/Alaska Native Students ,Asian or Asian/Pacific Islander Students ,Black or African American Students ,Full-Time Equivalent (FTE) Teachers ,Hispanic Students ,White Students 
Alabama,01001,1986,0.72368911,,,,326.8,,
Alabama,01001,1987,0.72368911,0,0,0,323.5,0,0
Alabama,01001,1988,0.72368911,0,13,2062,338.6,10,4835
Alabama,01001,1989,0.72368911,1,7,2019,337.8,11,4809
Alabama,01001,1990,0.72368911,2,6,2011,347,13,4976
Alabama,01001,1991,0.72368911,4,7,1937,337,17,5172
Alabama,01001,1992,0.72368911,2,10,1906,349,14,5220
Alabama,01001,1993,0.72368911,3,13,1992,369.6,12,5361
Alabama,01001,1994,0.72368911,1,17,1953,377.6,22,5561
Alabama,01001,1995,0.72368911,,13,1918,383.2,29,5856
Alabama,01001,1996,0.744086259,8,18,1959,416.3,46,6054
Alabama,01001,1997,0.744086259,11,28,1909,467.3,57,6161
Alabama,01001,1998,0.744086259,14,26,2012,518.4,64,6344
Alabama,01001,1999,0.744086259,15,38,2040,528.8,62,6708
Alabama,01001,2000,0.744086259,,45,1998,541.3,69,6436
Alabama,01003,1986,0.716435973,,,,800.2,,
Alabama,01003,1987,0.716435973,0,0,0,816.7,0,0
Alabama,01003,1988,0.716435973,23,30,3639,837.9,55,13052
Alabama,01003,1989,0.716435973,23,28,3675,881.7,61,13267
Alabama,01003,1990,0.716435973,21,34,3672,912.6,60,13692
Alabama,01003,1991,0.716435973,29,34,3684,922,78,14158
Alabama,01003,1992,0.716435973,31,41,3780,1003.5,93,14790
Alabama,01003,1993,0.716435973,40,47,3829,1088.9,100,15368
Alabama,01003,1994,0.716435973,36,59,3774,1167.9,94,15998
Alabama,01003,1995,0.716435973,,63,3675,1217.8,107,16762
Alabama,01003,1996,0.740150513,32,52,3810,1293.7,114,17401
Alabama,01003,1997,0.740150513,45,65,3853,1381,141,17667
Alabama,01003,1998,0.740150513,53,69,3907,1468.7,185,17953
Alabama,01003,1999,0.740150513,63,90,3911,1565.3,244,18006
Alabama,01003,2000,0.740150513,,104,3854,1544.4,279,18298
Alabama,01005,1986,0.655691597,,,,278.8,,
Alabama,01005,1987,0.655691597,0,0,0,284.8,0,0
Alabama,01005,1988,0.655691597,0,1,2957,300,2,2078
Alabama,01005,1989,0.655691597,0,2,3009,304.5,2,2105
Alabama,01005,1990,0.655691597,0,24,2961,307.5,25,2143
Alabama,01005,1991,0.655691597,0,3,3022,302,5,2196
Alabama,01005,1992,0.655691597,1,6,3016,309.5,4,2080
Alabama,01005,1993,0.655691597,0,6,3054,324.2,9,2021
Alabama,01005,1994,0.655691597,8,3,3054,325.8,10,1924
Alabama,01005,1995,0.655691597,,11,3080,317.9,8,1933
Alabama,01005,1996,0.647988825,3,16,3189,309.5,13,1875
Alabama,01005,1997,0.647988825,4,19,3169,318.5,10,1818
Alabama,01005,1998,0.647988825,9,13,3096,324.8,16,1761
Alabama,01005,1999,0.647988825,5,15,3086,313,17,1669
Alabama,01005,2000,0.647988825,,14,3019,300,27,1604
Alabama,01007,1986,0.634806816,,,,157,,
Alabama,01007,1987,0.634806816,0,0,0,163,0,0
Alabama,01007,1988,0.634806816,1,12,1065,174,2,2491
Alabama,01007,1989,0.634806816,3,4,1041,176,3,2570
Alabama,01007,1990,0.634806816,2,1,1038,180,5,2606
Alabama,01007,1991,0.634806816,1,3,1025,179,4,2531
Alabama,01007,1992,0.634806816,1,2,1035,181.5,4,2523
Alabama,01007,1993,0.634806816,2,4,1021,186.3,2,2524
Alabama,01007,1994,0.634806816,0,3,1011,196.7,6,2519
Alabama,01007,1995,0.634806816,,2,1043,199.1,3,2607
Alabama,01007,1996,0.634806816,1,4,1038,201.4,11,2663
Alabama,01007,1997,0.634806816,1,2,1055,213.3,13,2689
Alabama,01007,1998,0.634806816,1,2,1052,230.3,10,2562
Alabama,01007,1999,0.634806816,0,1,1075,233.9,12,2553
Alabama,01007,2000,0.634806816,,2,1034,228.8,19,2496
Alabama,01009,1986,0.925167302,,,,335,,
Alabama,01009,1987,0.925167302,0,0,0,337,0,0
Alabama,01009,1988,0.925167302,1,12,129,335,47,7016
Alabama,01009,1989,0.925167302,4,4,120,333,61,7020
Alabama,01009,1990,0.925167302,3,6,118,339,64,6964
Alabama,01009,1991,0.925167302,0,8,112,333.2,65,6965
Alabama,01009,1992,0.925167302,3,12,104,350.1,91,7000
Alabama,01009,1993,0.925167302,6,11,112,375.9,127,7044
Alabama,01009,1994,0.925167302,9,15,112,387.5,131,7154
Alabama,01009,1995,0.925167302,,9,116,392.5,217,7267
Alabama,01009,1996,0.907530451,8,9,105,408,288,7406
Alabama,01009,1997,0.907530451,7,14,105,422.4,333,7592
Alabama,01009,1998,0.907530451,9,8,110,476.5,418,7364
Alabama,01009,1999,0.907530451,10,19,113,491.7,488,7707
Alabama,01009,2000,0.907530451,,13,120,502.7,560,7809
Alabama,01011,1986,0.988730616,,,,92,,
Alabama,01011,1987,0.988730616,0,0,0,97,0,0
Alabama,01011,1988,0.988730616,0,0,1964,96,0,21
Alabama,01011,1989,0.988730616,0,0,1972,96,0,11
Alabama,01011,1990,0.988730616,0,0,1971,96,0,14
Alabama,01011,1991,0.988730616,0,0,2008,93.3,0,15
Alabama,01011,1992,0.988730616,0,0,2002,96.3,0,8
Alabama,01011,1993,0.988730616,0,0,1999,99.8,0,12
Alabama,01011,1994,0.988730616,0,0,1963,98.3,0,9
Alabama,01011,1995,0.988730616,,0,1983,99.9,0,6
Alabama,01011,1996,0.988730616,0,0,1999,101,0,11
Alabama,01011,1997,0.988730616,0,0,1982,104,2,5
Alabama,01011,1998,0.988730616,0,0,1940,110.5,0,5
Alabama,01011,1999,0.988730616,0,0,1943,117.5,2,8
Alabama,01011,2000,0.988730616,,0,1960,123,12,9
Alabama,01013,1986,0.528394819,,,,232.1,,
Alabama,01013,1987,0.528394819,0,0,0,235,0,0
Alabama,01013,1988,0.528394819,2,3,2623,244,1,1981
Alabama,01013,1989,0.528394819,0,4,2654,238,2,1931
Alabama,01013,1990,0.528394819,0,6,2622,235,0,1916
Alabama,01013,1991,0.528394819,0,7,2575,233,0,1894
Alabama,01013,1992,0.528394819,1,8,2573,240,3,1859
Alabama,01013,1993,0.528394819,2,8,2525,240.8,2,1812
Alabama,01013,1994,0.528394819,0,8,2543,240.7,1,1748
Alabama,01013,1995,0.528394819,,4,2508,236.7,1,1659
Alabama,01013,1996,0.52866593,0,4,2489,238.3,2,1624
Alabama,01013,1997,0.52866593,0,2,2441,239.9,9,1537
Alabama,01013,1998,0.52866593,0,1,2367,247.7,7,1475
Alabama,01013,1999,0.52866593,0,1,2282,247.1,2,1375
Alabama,01013,2000,0.52866593,,4,2249,232,4,1370
Alabama,01015,1986,0.754775372,,,,945.6,,
Alabama,01015,1987,0.754775372,0,0,0,982.1,0,0
Alabama,01015,1988,0.754775372,10,145,5067,983.7,135,15550
Alabama,01015,1989,0.754775372,13,123,5174,995.3,141,15398
Alabama,01015,1990,0.754775372,15,107,5293,984.4,138,15183
Alabama,01015,1991,0.754775372,10,95,5157,1029,150,15046
Alabama,01015,1992,0.754775372,12,108,5213,1031.2,174,14972
Alabama,01015,1993,0.754775372,26,112,5133,1062.1,148,14667
Alabama,01015,1994,0.754775372,18,147,5008,1037,171,14275
Alabama,01015,1995,0.754775372,,127,5001,1039.8,242,14271
Alabama,01015,1996,0.75931923,25,119,5116,1048.5,190,14421
Alabama,01015,1997,0.75931923,31,110,5056,1082.3,198,14144
Alabama,01015,1998,0.75931923,27,132,5058,1135,202,13736
Alabama,01015,1999,0.75931923,17,123,4804,1151.4,203,13138
Alabama,01015,2000,0.75931923,,119,4767,1121.6,220,13021
Alabama,01017,1986,0.602696583,,,,331.4,,
Alabama,01017,1987,0.602696583,0,0,0,340.5,0,0
Alabama,01017,1988,0.602696583,1,1,3726,357.6,6,3211
Alabama,01017,1989,0.602696583,0,1,3709,363.6,39,3087
Alabama,01017,1990,0.602696583,2,0,3644,362.6,8,2878
Alabama,01017,1991,0.602696583,6,1,3489,340,4,2684
Alabama,01017,1992,0.602696583,2,0,3355,335.5,8,2604
Alabama,01017,1993,0.602696583,2,7,3313,327.9,4,2535
Alabama,01017,1994,0.602696583,1,1,3271,332.5,7,2458
Alabama,01017,1995,0.602696583,,3,3264,337.8,2,2450
Alabama,01017,1996,0.610971179,1,1,3265,352.4,5,2461
Alabama,01017,1997,0.610971179,0,1,3235,369.7,4,2492
Alabama,01017,1998,0.610971179,1,3,3220,365.7,8,2450
Alabama,01017,1999,0.610971179,0,2,3191,373.7,6,2390
Alabama,01017,2000,0.610971179,,4,3152,363.8,9,2389
Alabama,01019,1986,0.853666474,,,,185,,
Alabama,01019,1987,0.853666474,0,0,0,178,0,0
Alabama,01019,1988,0.853666474,0,1,350,184.5,4,3494
Alabama,01019,1989,0.853666474,0,2,337,190.3,9,3445
Alabama,01019,1990,0.853666474,0,5,318,194,9,3365
Alabama,01019,1991,0.853666474,1,1,315,198,9,3369
Alabama,01019,1992,0.853666474,1,0,304,196,10,3344
Alabama,01019,1993,0.853666474,1,1,324,204.9,15,3340
Alabama,01019,1994,0.853666474,0,5,303,211.4,9,3397
Alabama,01019,1995,0.853666474,,6,315,212.1,8,3464
Alabama,01019,1996,0.853666474,0,5,302,216.9,9,3499
Alabama,01019,1997,0.853666474,0,2,300,221,9,3573
Alabama,01019,1998,0.853666474,0,1,308,243.7,20,3604
Alabama,01019,1999,0.853666474,2,4,292,254.2,15,3649
Alabama,01019,2000,0.853666474,,5,266,253.7,20,3604
Alabama,01021,1986,0.726734567,,,,295.7,,
Alabama,01021,1987,0.726734567,0,0,0,306,0,0
Alabama,01021,1988,0.726734567,1,6,1009,317,3,5120
Alabama,01021,1989,0.726734567,0,4,998,336,4,5125
Alabama,01021,1990,0.726734567,0,5,1023,334.5,4,5196
Alabama,01021,1991,0.726734567,1,2,986,334.5,10,5310
Alabama,01021,1992,0.726734567,0,4,990,344,15,5236
Alabama,01021,1993,0.726734567,0,3,996,346.1,18,5280
Alabama,01021,1994,0.726734567,1,5,1000,354.2,27,5195
Alabama,01021,1995,0.726734567,,9,1023,355,39,5185
Alabama,01021,1996,0.732679816,1,10,1006,355.2,52,5286
Alabama,01021,1997,0.732679816,1,15,1019,366.8,77,5301
Alabama,01021,1998,0.732679816,1,11,1018,417.8,89,5443
Alabama,01021,1999,0.732679816,0,20,1003,434.3,131,5509
Alabama,01021,2000,0.732679816,,12,1052,434.6,162,5558
Alabama,01023,1986,0.603649608,,,,179,,
Alabama,01023,1987,0.603649608,0,0,0,182,0,0
Alabama,01023,1988,0.603649608,0,2,2103,159.5,0,1219
Alabama,01023,1989,0.603649608,0,0,2057,173.3,0,1156
Alabama,01023,1990,0.603649608,0,0,1997,177.3,2,1122
Alabama,01023,1991,0.603649608,0,0,1946,177.8,0,1149
Alabama,01023,1992,0.603649608,1,0,1860,181.3,11,1160
Alabama,01023,1993,0.603649608,0,0,1841,183.9,4,1074
Alabama,01023,1994,0.603649608,0,1,1877,182.6,1,1050
Alabama,01023,1995,0.603649608,,0,1827,173.1,0,892
Alabama,01023,1996,0.629281554,3,0,1809,163.6,1,814
Alabama,01023,1997,0.629281554,5,1,1787,160.7,0,762
Alabama,01023,1998,0.629281554,6,0,1724,159.5,5,694
Alabama,01023,1999,0.629281554,10,0,1670,158.4,1,651
Alabama,01023,2000,0.629281554,,0,1645,152.4,0,609
Alabama,01025,1986,0.569318939,,,,279,,
Alabama,01025,1987,0.569318939,0,0,0,290,0,0
Alabama,01025,1988,0.569318939,1,6,3680,299.3,1,2436
Alabama,01025,1989,0.569318939,1,7,3595,304.5,1,2518
Alabama,01025,1990,0.569318939,1,4,3519,321.8,1,2579
Alabama,01025,1991,0.569318939,1,1,3512,322.9,0,2605
Alabama,01025,1992,0.569318939,3,4,3447,331.5,1,2485
Alabama,01025,1993,0.569318939,3,2,3366,315.3,4,2472
Alabama,01025,1994,0.569318939,4,7,3307,330.2,2,2357
Alabama,01025,1995,0.569318939,,2,3275,334,0,2319
Alabama,01025,1996,0.555872566,5,8,3253,341.3,10,2314
Alabama,01025,1997,0.555872566,9,8,3188,339.3,3,2309
Alabama,01025,1998,0.555872566,10,6,3166,347,4,2205
Alabama,01025,1999,0.555872566,14,7,3122,349.9,4,2165
Alabama,01025,2000,0.555872566,,9,3105,348.3,14,2141
Alabama,01027,1986,0.652199674,,,,146,,
Alabama,01027,1987,0.652199674,0,0,0,147,0,0
Alabama,01027,1988,0.652199674,1,2,671,144,1,2135
Alabama,01027,1989,0.652199674,1,1,636,146,3,2051
Alabama,01027,1990,0.652199674,1,1,652,145,2,2008
Alabama,01027,1991,0.652199674,1,1,627,145,1,2052
Alabama,01027,1992,0.652199674,3,3,620,147,1,2004
Alabama,01027,1993,0.652199674,2,2,596,147,4,1966
Alabama,01027,1994,0.652199674,2,2,616,155.7,4,1992
Alabama,01027,1995,0.652199674,,4,629,157.7,6,1996
Alabama,01027,1996,0.666287404,0,2,628,163.4,12,1951
Alabama,01027,1997,0.666287404,0,6,594,166,26,1948
Alabama,01027,1998,0.666287404,4,3,582,163,25,1939
Alabama,01027,1999,0.666287404,6,1,576,166,23,1897
Alabama,01027,2000,0.666287404,,0,542,158,32,1846
Alabama,01029,1986,0.903315663,,,,115,,
Alabama,01029,1987,0.903315663,0,0,0,120,0,0
Alabama,01029,1988,0.903315663,0,1,168,121,1,2262
Alabama,01029,1989,0.903315663,0,0,158,123,0,2243
Alabama,01029,1990,0.903315663,26,0,168,122,0,2209
Alabama,01029,1991,0.903315663,0,0,172,119,0,2212
Alabama,01029,1992,0.903315663,0,0,160,121.6,4,2245
Alabama,01029,1993,0.903315663,0,0,163,122,4,2226
Alabama,01029,1994,0.903315663,0,0,161,123.7,3,2282
Alabama,01029,1995,0.903315663,,1,165,130,6,2310
Alabama,01029,1996,0.853635648,1,0,146,138.2,14,2366
Alabama,01029,1997,0.853635648,1,0,151,137,12,2315
Alabama,01029,1998,0.853635648,2,0,149,158,18,2385
Alabama,01029,1999,0.853635648,2,0,137,162.5,22,2385
Alabama,01029,2000,0.853635648,,0,120,163.5,24,2391
Alabama,01031,1986,0.609896397,,,,404,,
Alabama,01031,1987,0.609896397,0,0,0,413.5,0,0
Alabama,01031,1988,0.609896397,10,43,1905,435.5,43,6480
Alabama,01031,1989,0.609896397,10,51,1956,446.5,56,6376
Alabama,01031,1990,0.609896397,11,56,1927,452,78,6165
Alabama,01031,1991,0.609896397,16,72,1941,449.5,77,6168
Alabama,01031,1992,0.609896397,13,68,1931,457,82,6226
Alabama,01031,1993,0.609896397,28,77,2005,458.9,133,6160
Alabama,01031,1994,0.609896397,29,94,1943,470.6,149,6166
Alabama,01031,1995,0.609896397,,100,1989,493.3,147,6168
Alabama,01031,1996,0.613439878,49,124,1991,503.3,168,6059
Alabama,01031,1997,0.613439878,49,133,2019,506.7,195,6009
Alabama,01031,1998,0.613439878,62,118,2050,539.1,197,5878
Alabama,01031,1999,0.613439878,73,127,1992,546.9,224,5793
Alabama,01031,2000,0.613439878,,129,1899,535.8,224,5666
Alabama,01033,1986,0.681467193,,,,473.7,,
Alabama,01033,1987,0.681467193,0,0,0,481.4,0,0
Alabama,01033,1988,0.681467193,3,18,2065,484.3,13,6568
Alabama,01033,1989,0.681467193,5,21,2094,481.8,25,6437
Alabama,01033,1990,0.681467193,7,18,2072,490.3,16,6395
Alabama,01033,1991,0.681467193,10,15,2077,489.7,23,6500
Alabama,01033,1992,0.681467193,6,19,2067,505.1,24,6487
Alabama,01033,1993,0.681467193,10,16,2091,509.8,30,6476
Alabama,01033,1994,0.681467193,11,20,2096,517.7,40,6479
Alabama,01033,1995,0.681467193,,21,2095,529.2,40,6596
Alabama,01033,1996,0.658979019,12,24,2095,552.9,42,6622
Alabama,01033,1997,0.658979019,12,19,2073,552.7,42,6549
Alabama,01033,1998,0.658979019,13,19,2026,572.6,64,6420
Alabama,01033,1999,0.658979019,13,17,1978,585,51,6457
Alabama,01033,2000,0.658979019,,26,1997,577.7,67,6399
Alabama,01035,1986,0.591681636,,,,138,,
Alabama,01035,1987,0.591681636,0,0,0,140,0,0
Alabama,01035,1988,0.591681636,2,2,1717,143,2,935
Alabama,01035,1989,0.591681636,3,1,1689,143,3,957
Alabama,01035,1990,0.591681636,3,0,1699,148,2,878
Alabama,01035,1991,0.591681636,2,1,1685,145,1,867
Alabama,01035,1992,0.591681636,0,0,1685,155.5,4,819
Alabama,01035,1993,0.591681636,2,0,1676,151.4,38,745
Alabama,01035,1994,0.591681636,0,1,1673,143.3,3,705
Alabama,01035,1995,0.591681636,,2,1714,140.1,2,666
Alabama,01035,1996,0.598300065,4,1,1700,137.5,1,631
Alabama,01035,1997,0.598300065,2,1,1665,141.3,0,539
Alabama,01035,1998,0.598300065,1,0,1642,135.5,0,511
Alabama,01035,1999,0.598300065,3,0,1614,144.9,2,523
Alabama,01035,2000,0.598300065,,0,1612,142.2,1,492
Alabama,01037,1986,0.708591285,,,,97.9,,
Alabama,01037,1987,0.708591285,0,0,0,96,0,0
Alabama,01037,1988,0.708591285,0,0,990,92,0,1013
Alabama,01037,1989,0.708591285,0,1,939,97,0,1042
Alabama,01037,1990,0.708591285,0,1,904,97,1,1019
Alabama,01037,1991,0.708591285,0,1,863,89,0,994
Alabama,01037,1992,0.708591285,0,1,843,85,0,1026
Alabama,01037,1993,0.708591285,1,1,867,95,1,996
Alabama,01037,1994,0.708591285,0,1,855,99.4,1,998
Alabama,01037,1995,0.708591285,,1,845,93.6,1,1002
Alabama,01037,1996,0.625257952,1,8,831,98.7,1,1010
Alabama,01037,1997,0.625257952,0,4,718,106.4,6,1133
Alabama,01037,1998,0.625257952,1,0,826,108.5,6,900
Alabama,01037,1999,0.625257952,4,0,888,106.5,3,836
Alabama,01037,2000,0.625257952,,0,871,100,8,849
Alabama,01039,1986,0.706281453,,,,382.3,,
Alabama,01039,1987,0.706281453,0,0,0,379.9,0,0
Alabama,01039,1988,0.706281453,2,13,1384,400.1,7,5663
Alabama,01039,1989,0.706281453,3,11,1392,409.3,8,5622
Alabama,01039,1990,0.706281453,2,9,1352,419,12,5547
Alabama,01039,1991,0.706281453,1,12,1303,409.9,9,5592
Alabama,01039,1992,0.706281453,1,8,1281,416.4,7,5572
Alabama,01039,1993,0.706281453,6,6,1229,421.5,8,5599
Alabama,01039,1994,0.706281453,10,12,1191,428.4,6,5685
Alabama,01039,1995,0.706281453,,6,1180,422.7,7,5747
Alabama,01039,1996,0.71881128,16,5,1162,421.6,13,5769
Alabama,01039,1997,0.71881128,12,4,1173,427.7,13,5653
Alabama,01039,1998,0.71881128,11,5,1145,409.7,10,5557
Alabama,01039,1999,0.71881128,11,6,1151,425.7,6,5413
Alabama,01039,2000,0.71881128,,7,1134,418.2,13,5311
Alabama,01041,1986,0.568035642,,,,134.3,,
Alabama,01041,1987,0.568035642,0,0,0,135.5,0,0
Alabama,01041,1988,0.568035642,4,2,982,150,1,1789
Alabama,01041,1989,0.568035642,3,1,973,149,2,1736
Alabama,01041,1990,0.568035642,1,0,990,145.2,1,1627
Alabama,01041,1991,0.568035642,2,1,954,141.5,2,1518
Alabama,01041,1992,0.568035642,3,2,929,137,4,1510
Alabama,01041,1993,0.568035642,0,1,943,135.9,1,1441
Alabama,01041,1994,0.568035642,1,3,915,136.9,3,1460
Alabama,01041,1995,0.568035642,,1,888,140.8,2,1524
Alabama,01041,1996,0.550361562,0,1,845,135.4,6,1547
Alabama,01041,1997,0.550361562,0,1,813,142.5,6,1536
Alabama,01041,1998,0.550361562,1,1,765,158.7,9,1524
Alabama,01041,1999,0.550361562,2,2,764,149.7,11,1551
Alabama,01041,2000,0.550361562,,4,792,151.4,12,1577
Alabama,01043,1986,0.969432748,,,,544.9,,
Alabama,01043,1987,0.969432748,0,0,0,547.5,0,0
Alabama,01043,1988,0.969432748,0,20,146,557.3,16,11190
Alabama,01043,1989,0.969432748,0,22,141,571.6,15,11402
Alabama,01043,1990,0.969432748,4,16,140,580.4,12,11467
Alabama,01043,1991,0.969432748,3,27,141,592.5,26,11595
Alabama,01043,1992,0.969432748,2,22,129,616,25,11728
Alabama,01043,1993,0.969432748,12,23,132,621.3,24,11759
Alabama,01043,1994,0.969432748,5,22,127,640.7,47,11726
Alabama,01043,1995,0.969432748,,23,124,647.5,74,11827
Alabama,01043,1996,0.95897882,9,24,134,662.7,99,11727
Alabama,01043,1997,0.95897882,12,28,130,684.9,105,11893
Alabama,01043,1998,0.95897882,9,32,131,758.1,134,11936
Alabama,01043,1999,0.95897882,2,30,117,774.8,182,11895
Alabama,01043,2000,0.95897882,,26,127,770.6,222,11831
Alabama,01045,1986,0.589218393,,,,399.5,,
Alabama,01045,1987,0.589218393,0,0,0,416.5,0,0
Alabama,01045,1988,0.589218393,28,92,2015,449.2,80,5270
Alabama,01045,1989,0.589218393,20,90,2104,444.6,99,5416
Alabama,01045,1990,0.589218393,13,98,2076,460.5,84,5302
Alabama,01045,1991,0.589218393,21,97,2143,441.1,106,5366
Alabama,01045,1992,0.589218393,14,96,2185,454.1,128,5229
Alabama,01045,1993,0.589218393,13,101,2261,460.8,143,5255
Alabama,01045,1994,0.589218393,12,94,2326,473.4,132,5297
Alabama,01045,1995,0.589218393,,96,2299,465.4,136,5269
Alabama,01045,1996,0.575979141,5,61,2296,475.4,163,5244
Alabama,01045,1997,0.575979141,11,79,2306,474,141,5188
Alabama,01045,1998,0.575979141,18,77,2276,477.9,136,5062
Alabama,01045,1999,0.575979141,21,75,2256,491.6,152,4879
Alabama,01045,2000,0.575979141,,60,2262,491.4,130,4826
Alabama,01047,1986,0.825151062,,,,534,,
Alabama,01047,1987,0.825151062,0,0,0,548.9,0,0
Alabama,01047,1988,0.825151062,0,25,8294,541,2,2810
Alabama,01047,1989,0.825151062,1,23,8337,575.6,5,2660
Alabama,01047,1990,0.825151062,0,22,8148,564,0,2178
Alabama,01047,1991,0.825151062,3,25,8166,559.5,0,2170
Alabama,01047,1992,0.825151062,3,28,7869,552.5,2,2128
Alabama,01047,1993,0.825151062,1,25,8095,579.4,2,2101
Alabama,01047,1994,0.825151062,1,25,8115,576.2,12,1998
Alabama,01047,1995,0.825151062,,16,7970,575.3,8,1892
Alabama,01047,1996,0.823207325,3,26,7995,582.6,4,1815
Alabama,01047,1997,0.823207325,2,23,7866,586,7,1697
Alabama,01047,1998,0.823207325,1,20,7752,602.3,9,1630
Alabama,01047,1999,0.823207325,0,22,7735,622,10,1490
Alabama,01047,2000,0.823207325,,26,7578,612,5,1407
Alabama,01049,1986,0.721197897,,,,497,,
Alabama,01049,1987,0.721197897,0,0,0,496,0,0
Alabama,01049,1988,0.721197897,8,10,277,511,14,9955
Alabama,01049,1989,0.721197897,1182,20,267,515.4,20,8653
Alabama,01049,1990,0.721197897,1352,16,250,521,23,8412
Alabama,01049,1991,0.721197897,1307,21,243,510.5,34,8307
Alabama,01049,1992,0.721197897,1212,26,252,522,52,8266
Alabama,01049,1993,0.721197897,1269,23,234,514.5,69,8281
Alabama,01049,1994,0.721197897,1360,34,263,545.2,96,8136
Alabama,01049,1995,0.721197897,,23,240,557.5,163,8245
Alabama,01049,1996,0.718502516,1610,16,215,582.7,264,8042
Alabama,01049,1997,0.718502516,1472,17,215,610.6,351,8222
Alabama,01049,1998,0.718502516,1329,36,197,636.4,425,8252
Alabama,01049,1999,0.718502516,1167,29,204,660.9,550,8215
Alabama,01049,2000,0.718502516,,32,218,668.2,811,8378
Alabama,01051,1986,0.614447041,,,,378,,
Alabama,01051,1987,0.614447041,0,0,0,403,0,0
Alabama,01051,1988,0.614447041,1,40,2783,450,12,6730
Alabama,01051,1989,0.614447041,5,27,2741,462.5,10,6814
Alabama,01051,1990,0.614447041,7,24,2716,469,24,6736
Alabama,01051,1991,0.614447041,8,29,2696,475.5,16,6943
Alabama,01051,1992,0.614447041,9,26,2699,501,21,7068
Alabama,01051,1993,0.614447041,6,16,2635,510.6,20,6933
Alabama,01051,1994,0.614447041,6,26,2791,523.7,30,7499
Alabama,01051,1995,0.614447041,,23,2875,564,35,7816
Alabama,01051,1996,0.616465469,5,33,3071,592.2,48,8211
Alabama,01051,1997,0.616465469,7,31,3147,625.3,57,8445
Alabama,01051,1998,0.616465469,11,39,3145,698,71,8513
Alabama,01051,1999,0.616465469,7,64,3251,727.5,83,8416
Alabama,01051,2000,0.616465469,,70,3237,741.8,96,8471
Alabama,01053,1986,0.60162937,,,,342.6,,
Alabama,01053,1987,0.60162937,0,0,0,346,0,0
Alabama,01053,1988,0.60162937,229,30,2645,351.5,7,4175
Alabama,01053,1989,0.60162937,224,12,2619,354,3,4121
Alabama,01053,1990,0.60162937,226,10,2537,353,5,4037
Alabama,01053,1991,0.60162937,222,14,2521,343,6,3895
Alabama,01053,1992,0.60162937,208,12,2484,354.3,8,3763
Alabama,01053,1993,0.60162937,214,17,2491,359.2,14,3772
Alabama,01053,1994,0.60162937,231,22,2420,362.9,17,3753
Alabama,01053,1995,0.60162937,,21,2432,364.8,18,3744
Alabama,01053,1996,0.577598831,263,17,2498,373.6,16,3719
Alabama,01053,1997,0.577598831,261,23,2467,383.4,23,3771
Alabama,01053,1998,0.577598831,255,21,2463,407.3,26,3695
Alabama,01053,1999,0.577598831,250,23,2405,420.8,25,3555
Alabama,01053,2000,0.577598831,,24,2418,424.1,31,3447
Alabama,01055,1986,0.82314272,,,,875.5,,
Alabama,01055,1987,0.82314272,0,0,0,895.3,0,0
Alabama,01055,1988,0.82314272,8,36,3430,942.1,35,14633
Alabama,01055,1989,0.82314272,6,42,3401,952.5,25,14269
Alabama,01055,1990,0.82314272,7,28,3375,948,28,13944
Alabama,01055,1991,0.82314272,8,39,3298,924.1,36,13741
Alabama,01055,1992,0.82314272,10,30,3263,928.5,49,13519
Alabama,01055,1993,0.82314272,3,36,3242,926.5,70,13226
Alabama,01055,1994,0.82314272,9,34,3287,935.6,102,13086
Alabama,01055,1995,0.82314272,,42,3353,959.7,132,12984
Alabama,01055,1996,0.808600735,11,51,3434,982.8,198,12902
Alabama,01055,1997,0.808600735,11,45,3379,1003.8,208,12683
Alabama,01055,1998,0.808600735,7,47,3475,1039.5,224,12470
Alabama,01055,1999,0.808600735,10,50,3404,1066.8,239,12121
Alabama,01055,2000,0.808600735,,63,3405,1025.4,269,12054
Alabama,01057,1986,0.76895858,,,,160,,
Alabama,01057,1987,0.76895858,0,0,0,161,0,0
Alabama,01057,1988,0.76895858,0,3,540,159.5,4,2587
Alabama,01057,1989,0.76895858,0,4,538,159,1,2534
Alabama,01057,1990,0.76895858,1,0,533,159,4,2465
Alabama,01057,1991,0.76895858,1,3,531,151.5,2,2426
Alabama,01057,1992,0.76895858,1,1,515,153,4,2425
Alabama,01057,1993,0.76895858,0,1,520,151.9,2,2405
Alabama,01057,1994,0.76895858,2,0,512,159.9,0,2365
Alabama,01057,1995,0.76895858,,2,509,161.3,1,2424
Alabama,01057,1996,0.76895858,0,3,509,162.3,5,2393
Alabama,01057,1997,0.76895858,0,4,497,166.3,8,2357
Alabama,01057,1998,0.76895858,0,7,504,182,18,2311
Alabama,01057,1999,0.76895858,0,6,494,187,17,2270
Alabama,01057,2000,0.76895858,,5,498,178,14,2262
Alabama,01059,1986,0.876361749,,,,268,,
Alabama,01059,1987,0.876361749,0,0,0,272,0,0
Alabama,01059,1988,0.876361749,3,6,284,282,7,5080
Alabama,01059,1989,0.876361749,0,4,279,291.5,5,5038
Alabama,01059,1990,0.876361749,2,9,288,292.4,3,4993
Alabama,01059,1991,0.876361749,0,6,283,288.1,3,4992
Alabama,01059,1992,0.876361749,0,3,294,290.3,18,5056
Alabama,01059,1993,0.876361749,3,6,302,304.6,24,5086
