State,CID,Year,HHI,American Indian/Alaska Native Students ,Asian or Asian/Pacific Islander Students ,Black or African American Students ,Full-Time Equivalent (FTE) Teachers ,Hispanic Students ,White Students 
Virginia,51640,1996,0.74640232,0,2,137,0,62,1035
Virginia,51640,1997,0.74640232,0,2,149,0,98,1021
Virginia,51640,1998,0.74640232,1,3,145,96,116,1015
Virginia,51640,1999,0.74640232,1,7,145,0,139,1027
Virginia,51640,2000,0.74640232,,4,147,94.5,176,992
Virginia,51650,1986,0.534929618,,,,1195.3,,
Virginia,51650,1987,0.534929618,0,0,0,1296.4,0,0
Virginia,51650,1988,0.534929618,0,0,0,1329.3,0,0
Virginia,51650,1989,0.534929618,0,0,0,1354.6,0,0
Virginia,51650,1990,0.534929618,0,0,0,1381.4,0,0
Virginia,51650,1991,0.534929618,0,0,0,1406.9,0,0
Virginia,51650,1992,0.534929618,32,452,11164,1477.3,336,10833
Virginia,51650,1993,0.534929618,52,445,11576,1574,340,10578
Virginia,51650,1994,0.534929618,45,459,12008,0,365,10557
Virginia,51650,1995,0.534929618,,439,12447,0,398,10265
Virginia,51650,1996,0.535318918,59,431,13039,0,418,10033
Virginia,51650,1997,0.535318918,69,415,13020,0,450,9707
Virginia,51650,1998,0.535318918,74,450,13253,1485,484,9280
Virginia,51650,1999,0.535318918,63,455,13407,0,488,9203
Virginia,51650,2000,0.535318918,,452,13594,1474.5,491,8673
Virginia,51660,1986,0.651789413,,,,185.3,,
Virginia,51660,1987,0.651789413,0,0,0,200.5,0,0
Virginia,51660,1988,0.651789413,0,0,0,209.9,0,0
Virginia,51660,1989,0.651789413,0,0,0,219.4,0,0
Virginia,51660,1990,0.651789413,0,0,0,231.3,0,0
Virginia,51660,1991,0.651789413,0,0,0,235.7,0,0
Virginia,51660,1992,0.651789413,1,90,259,240.2,123,2938
Virginia,51660,1993,0.651789413,1,103,283,253.1,163,2920
Virginia,51660,1994,0.651789413,0,125,291,0,200,2893
Virginia,51660,1995,0.651789413,,130,317,0,242,2840
Virginia,51660,1996,0.651789413,0,135,320,0,300,2843
Virginia,51660,1997,0.651789413,0,144,342,0,297,2768
Virginia,51660,1998,0.651789413,1,175,333,303,331,2735
Virginia,51660,1999,0.651789413,1,183,348,0,442,2619
Virginia,51660,2000,0.651789413,,165,394,328.2,566,2617
Virginia,51670,1986,0.485502224,,,,265.9,,
Virginia,51670,1987,0.485502224,0,0,0,267.2,0,0
Virginia,51670,1988,0.485502224,0,0,0,271.6,0,0
Virginia,51670,1989,0.485502224,0,0,0,271.7,0,0
Virginia,51670,1990,0.485502224,0,0,0,276.7,0,0
Virginia,51670,1991,0.485502224,0,0,0,281.8,0,0
Virginia,51670,1992,0.485502224,3,42,1590,291.9,81,2413
Virginia,51670,1993,0.485502224,4,42,1668,283.9,86,2320
Virginia,51670,1994,0.485502224,4,39,1717,0,87,2252
Virginia,51670,1995,0.485502224,,25,1781,0,84,2167
Virginia,51670,1996,0.485502224,3,28,1854,0,98,2076
Virginia,51670,1997,0.485502224,3,28,1937,0,103,2061
Virginia,51670,1998,0.485502224,2,22,1985,319,108,1888
Virginia,51670,1999,0.485502224,3,45,1957,0,127,1804
Virginia,51670,2000,0.485502224,,27,2052,241,107,1776
Virginia,51678,1986,0.705111443,,,,33.1,,
Virginia,51678,1987,0.705111443,0,0,0,37.9,0,0
Virginia,51678,1988,0.705111443,0,0,0,37.7,0,0
Virginia,51678,1989,0.705111443,0,0,0,37.6,0,0
Virginia,51678,1990,0.705111443,0,0,0,36.6,0,0
Virginia,51678,1991,0.705111443,0,0,0,37.2,0,0
Virginia,51678,1992,0.705111443,0,4,82,38.7,1,399
Virginia,51678,1993,0.705111443,1,4,80,37,4,387
Virginia,51678,1994,0.705111443,1,5,77,0,4,389
Virginia,51678,1995,0.705111443,,7,86,0,0,391
Virginia,51678,1996,0.705111443,1,8,73,0,0,383
Virginia,51678,1997,0.705111443,0,6,71,0,0,369
Virginia,51678,1998,0.705111443,0,5,74,45,0,377
Virginia,51678,1999,0.705111443,0,11,53,0,0,392
Virginia,51678,2000,0.705111443,,12,46,39,1,416
Virginia,51680,1986,0.515797747,,,,581.1,,
Virginia,51680,1987,0.515797747,0,0,0,622.2,0,0
Virginia,51680,1988,0.515797747,0,0,0,600,0,0
Virginia,51680,1989,0.515797747,0,0,0,587.7,0,0
Virginia,51680,1990,0.515797747,0,0,0,604.4,0,0
Virginia,51680,1991,0.515797747,0,0,0,615.6,0,0
Virginia,51680,1992,0.515797747,15,85,4079,634.6,33,5116
Virginia,51680,1993,0.515797747,17,89,4146,655.7,48,5014
Virginia,51680,1994,0.515797747,19,102,4249,0,50,4983
Virginia,51680,1995,0.515797747,,94,4347,0,49,4962
Virginia,51680,1996,0.515797747,29,100,4448,0,67,4862
Virginia,51680,1997,0.515797747,26,113,4528,0,60,4788
Virginia,51680,1998,0.515797747,24,110,4521,686.4,70,4662
Virginia,51680,1999,0.515797747,17,108,4553,0,61,4625
Virginia,51680,2000,0.515797747,,107,4587,689.7,64,4434
Virginia,51683,1986,0.530486978,,,,256.1,,
Virginia,51683,1987,0.530486978,0,0,0,278.6,0,0
Virginia,51683,1988,0.530486978,0,0,0,300.4,0,0
Virginia,51683,1989,0.530486978,0,0,0,307.2,0,0
Virginia,51683,1990,0.530486978,0,0,0,318.6,0,0
Virginia,51683,1991,0.530486978,0,0,0,324.4,0,0
Virginia,51683,1992,0.530486978,5,174,756,349.9,238,4060
Virginia,51683,1993,0.530486978,11,206,876,363.2,302,4011
Virginia,51683,1994,0.530486978,13,221,865,0,386,3952
Virginia,51683,1995,0.530486978,,226,953,0,463,4030
Virginia,51683,1996,0.530486978,13,243,975,0,549,4101
Virginia,51683,1997,0.530486978,10,244,1051,0,643,4132
Virginia,51683,1998,0.530486978,12,266,1092,468,737,4086
Virginia,51683,1999,0.530486978,4,272,1105,0,881,4037
Virginia,51683,2000,0.530486978,,276,1132,438,1081,3917
Virginia,51685,1986,0.586222548,,,,69,,
Virginia,51685,1987,0.586222548,0,0,0,90,0,0
Virginia,51685,1988,0.586222548,0,0,0,94.4,0,0
Virginia,51685,1989,0.586222548,0,0,0,96.8,0,0
Virginia,51685,1990,0.586222548,0,0,0,96.9,0,0
Virginia,51685,1991,0.586222548,0,0,0,98.8,0,0
Virginia,51685,1992,0.586222548,6,52,141,99.1,88,1098
Virginia,51685,1993,0.586222548,6,51,133,101.6,88,1108
Virginia,51685,1994,0.586222548,6,45,160,0,94,1185
Virginia,51685,1995,0.586222548,,51,174,0,131,1199
Virginia,51685,1996,0.586222548,6,49,187,0,147,1234
Virginia,51685,1997,0.586222548,9,56,192,0,201,1247
Virginia,51685,1998,0.586222548,6,69,243,133,242,1228
Virginia,51685,1999,0.586222548,9,73,268,0,280,1221
Virginia,51685,2000,0.586222548,,94,305,153,380,1227
Virginia,51690,1986,0.555589701,,,,202.3,,
Virginia,51690,1987,0.555589701,0,0,0,208,0,0
Virginia,51690,1988,0.555589701,0,0,0,208.9,0,0
Virginia,51690,1989,0.555589701,0,0,0,201.4,0,0
Virginia,51690,1990,0.555589701,0,0,0,207.4,0,0
Virginia,51690,1991,0.555589701,0,0,0,211.3,0,0
Virginia,51690,1992,0.555589701,0,7,1463,205.5,6,1323
Virginia,51690,1993,0.555589701,0,11,1448,210.1,5,1315
Virginia,51690,1994,0.555589701,0,13,1519,0,6,1292
Virginia,51690,1995,0.555589701,,15,1514,0,4,1303
Virginia,51690,1996,0.555589701,0,11,1564,0,8,1252
Virginia,51690,1997,0.555589701,0,6,1538,0,15,1170
Virginia,51690,1998,0.555589701,0,12,1537,224.6,22,1152
Virginia,51690,1999,0.555589701,1,13,1532,0,25,1124
Virginia,51690,2000,0.555589701,,20,1545,258,50,1096
Virginia,51700,1986,0.528124445,,,,1380.9,,
Virginia,51700,1987,0.528124445,0,0,0,1520.9,0,0
Virginia,51700,1988,0.528124445,0,0,0,1551.7,0,0
Virginia,51700,1989,0.528124445,0,0,0,1548.3,0,0
Virginia,51700,1990,0.528124445,0,0,0,1659.6,0,0
Virginia,51700,1991,0.528124445,0,0,0,1690.1,0,0
Virginia,51700,1992,0.528124445,145,740,14106,1776.6,867,14273
Virginia,51700,1993,0.528124445,191,756,15476,1833.8,967,14504
Virginia,51700,1994,0.528124445,208,794,16000,0,1047,14275
Virginia,51700,1995,0.528124445,,786,16511,0,1018,14011
Virginia,51700,1996,0.528124445,257,763,16887,0,1119,13765
Virginia,51700,1997,0.528124445,261,772,17466,0,1137,13566
Virginia,51700,1998,0.528124445,287,795,17885,1963.5,1143,13225
Virginia,51700,1999,0.528124445,307,789,18086,0,1258,13006
Virginia,51700,2000,0.528124445,,788,18147,1436.1,1306,12478
Virginia,51710,1986,0.621990109,,,,2185.1,,
Virginia,51710,1987,0.621990109,0,0,0,2343,0,0
Virginia,51710,1988,0.621990109,0,0,0,2382.1,0,0
Virginia,51710,1989,0.621990109,0,0,0,2380.1,0,0
Virginia,51710,1990,0.621990109,0,0,0,2435.9,0,0
Virginia,51710,1991,0.621990109,0,0,0,2481.2,0,0
Virginia,51710,1992,0.621990109,49,862,22707,2512,546,12901
Virginia,51710,1993,0.621990109,59,810,22663,2453.3,580,12338
Virginia,51710,1994,0.621990109,57,780,23150,0,575,11917
Virginia,51710,1995,0.621990109,,778,23542,0,602,11775
Virginia,51710,1996,0.621990109,82,824,24597,0,626,11543
Virginia,51710,1997,0.621990109,75,827,25146,0,650,11316
Virginia,51710,1998,0.621990109,72,820,25180,2537.5,660,11120
Virginia,51710,1999,0.621990109,74,780,24945,0,753,11129
Virginia,51710,2000,0.621990109,,775,25056,2816,821,10623
Virginia,51720,1986,0.798719956,,,,53.4,,
Virginia,51720,1987,0.798719956,0,0,0,55.7,0,0
Virginia,51720,1988,0.798719956,0,0,0,56.6,0,0
Virginia,51720,1989,0.798719956,0,0,0,56.6,0,0
Virginia,51720,1990,0.798719956,0,0,0,56.2,0,0
Virginia,51720,1991,0.798719956,0,0,0,57.3,0,0
Virginia,51720,1992,0.798719956,5,16,65,55.3,1,797
Virginia,51720,1993,0.798719956,3,18,71,54.4,2,782
Virginia,51720,1994,0.798719956,1,14,72,0,2,740
Virginia,51720,1995,0.798719956,,15,77,0,0,698
Virginia,51720,1996,0.798719956,6,15,71,0,1,680
Virginia,51720,1997,0.798719956,6,10,69,0,2,712
Virginia,51720,1998,0.798719956,5,12,72,59,0,677
Virginia,51720,1999,0.798719956,5,8,74,0,3,655
Virginia,51720,2000,0.798719956,,7,72,60,5,622
Virginia,51730,1986,0.923172652,,,,374.1,,
Virginia,51730,1987,0.923172652,0,0,0,353.4,0,0
Virginia,51730,1988,0.923172652,0,0,0,372,0,0
Virginia,51730,1989,0.923172652,0,0,0,361,0,0
Virginia,51730,1990,0.923172652,0,0,0,368.4,0,0
Virginia,51730,1991,0.923172652,0,0,0,375.2,0,0
Virginia,51730,1992,0.923172652,9,21,5654,378.1,29,318
Virginia,51730,1993,0.923172652,3,27,5804,390.1,32,300
Virginia,51730,1994,0.923172652,6,19,5913,0,27,253
Virginia,51730,1995,0.923172652,,16,5908,0,26,209
Virginia,51730,1996,0.923172652,7,21,5933,0,24,196
Virginia,51730,1997,0.923172652,1,23,5989,0,27,201
Virginia,51730,1998,0.923172652,0,19,6123,439,33,166
Virginia,51730,1999,0.923172652,0,14,6015,0,37,175
Virginia,51730,2000,0.923172652,,626,5181,464.5,44,118
Virginia,51735,1986,0.937001594,,,,130.3,,
Virginia,51735,1987,0.937001594,0,0,0,140.1,0,0
Virginia,51735,1988,0.937001594,0,0,0,136.1,0,0
Virginia,51735,1989,0.937001594,0,0,0,141.5,0,0
Virginia,51735,1990,0.937001594,0,0,0,143.6,0,0
Virginia,51735,1991,0.937001594,0,0,0,146.3,0,0
Virginia,51735,1992,0.937001594,5,45,11,142.6,12,2320
Virginia,51735,1993,0.937001594,2,51,11,149.9,12,2327
Virginia,51735,1994,0.937001594,5,56,14,0,8,2369
Virginia,51735,1995,0.937001594,,52,15,0,10,2351
Virginia,51735,1996,0.937001594,8,51,17,0,8,2333
Virginia,51735,1997,0.937001594,6,50,15,0,12,2398
Virginia,51735,1998,0.937001594,6,52,10,157,14,2354
Virginia,51735,1999,0.937001594,11,48,14,0,20,2409
Virginia,51735,2000,0.937001594,,50,15,164,11,2383
Virginia,51740,1986,0.647945994,,,,1053.1,,
Virginia,51740,1987,0.647945994,0,0,0,1082.8,0,0
Virginia,51740,1988,0.647945994,0,0,0,1097.5,0,0
Virginia,51740,1989,0.647945994,0,0,0,1114.6,0,0
Virginia,51740,1990,0.647945994,0,0,0,1119.4,0,0
Virginia,51740,1991,0.647945994,0,0,0,1140.1,0,0
Virginia,51740,1992,0.647945994,12,123,12178,1111.8,85,6030
Virginia,51740,1993,0.647945994,14,123,11980,1143.8,76,5728
Virginia,51740,1994,0.647945994,11,106,12089,0,97,5475
Virginia,51740,1995,0.647945994,,94,12159,0,135,5487
Virginia,51740,1996,0.647945994,17,130,12085,0,131,5482
Virginia,51740,1997,0.647945994,10,119,11856,0,142,5560
Virginia,51740,1998,0.647945994,17,115,11938,1280.9,148,5290
Virginia,51740,1999,0.647945994,21,106,11671,0,143,5213
Virginia,51740,2000,0.647945994,,117,11341,1145,168,4833
Virginia,51750,1986,0.75566916,,,,92.7,,
Virginia,51750,1987,0.75566916,0,0,0,108.7,0,0
Virginia,51750,1988,0.75566916,0,0,0,107,0,0
Virginia,51750,1989,0.75566916,0,0,0,108.7,0,0
Virginia,51750,1990,0.75566916,0,0,0,106.1,0,0
Virginia,51750,1991,0.75566916,0,0,0,108.1,0,0
Virginia,51750,1992,0.75566916,1,30,163,107.9,6,1273
Virginia,51750,1993,0.75566916,2,30,158,104.8,4,1296
Virginia,51750,1994,0.75566916,1,28,180,0,6,1282
Virginia,51750,1995,0.75566916,,29,182,0,5,1290
Virginia,51750,1996,0.75566916,2,30,179,0,6,1322
Virginia,51750,1997,0.75566916,3,29,176,0,3,1355
Virginia,51750,1998,0.75566916,2,25,182,125,9,1346
Virginia,51750,1999,0.75566916,1,25,193,0,9,1391
Virginia,51750,2000,0.75566916,,31,176,122.1,6,1368
Virginia,51760,1986,0.833213381,,,,1750.3,,
Virginia,51760,1987,0.833213381,0,0,0,1860,0,0
Virginia,51760,1988,0.833213381,0,0,0,1840.5,0,0
Virginia,51760,1989,0.833213381,0,0,0,1804.3,0,0
Virginia,51760,1990,0.833213381,0,0,0,1708.9,0,0
Virginia,51760,1991,0.833213381,0,0,0,1740.4,0,0
Virginia,51760,1992,0.833213381,12,170,24406,1845.1,133,2686
Virginia,51760,1993,0.833213381,13,181,24611,2109,145,2515
Virginia,51760,1994,0.833213381,11,193,25035,0,161,2336
Virginia,51760,1995,0.833213381,,189,24984,0,190,2331
Virginia,51760,1996,0.833213381,21,202,25256,0,204,2189
Virginia,51760,1997,0.833213381,20,184,25277,0,231,2075
Virginia,51760,1998,0.833213381,15,162,25189,1814.3,249,2006
Virginia,51760,1999,0.833213381,13,159,24853,0,314,2225
Virginia,51760,2000,0.833213381,,172,25351,1789,426,2235
Virginia,51770,1986,0.590970504,,,,753.6,,
Virginia,51770,1987,0.590970504,0,0,0,851.5,0,0
Virginia,51770,1988,0.590970504,0,0,0,852.5,0,0
Virginia,51770,1989,0.590970504,0,0,0,845.1,0,0
Virginia,51770,1990,0.590970504,0,0,0,842.2,0,0
Virginia,51770,1991,0.590970504,0,0,0,857.6,0,0
Virginia,51770,1992,0.590970504,10,223,4995,866.6,50,7531
Virginia,51770,1993,0.590970504,6,222,5004,880.5,116,7432
Virginia,51770,1994,0.590970504,1,141,5096,0,39,7648
Virginia,51770,1995,0.590970504,,240,5344,0,89,7540
Virginia,51770,1996,0.590970504,8,206,5488,0,116,7504
Virginia,51770,1997,0.590970504,12,228,5673,0,131,7470
Virginia,51770,1998,0.590970504,9,227,5752,909.4,129,7394
Virginia,51770,1999,0.590970504,15,230,5944,0,158,7349
Virginia,51770,2000,0.590970504,,252,6132,998.8,184,7220
Virginia,51775,1986,0.851231445,,,,211.6,,
Virginia,51775,1987,0.851231445,0,0,0,222.5,0,0
Virginia,51775,1988,0.851231445,0,0,0,227,0,0
Virginia,51775,1989,0.851231445,0,0,0,229.2,0,0
Virginia,51775,1990,0.851231445,0,0,0,231.3,0,0
Virginia,51775,1991,0.851231445,0,0,0,235.5,0,0
Virginia,51775,1992,0.851231445,2,67,197,242.6,3,3397
Virginia,51775,1993,0.851231445,2,66,201,247.6,2,3462
Virginia,51775,1994,0.851231445,1,76,214,0,4,3463
Virginia,51775,1995,0.851231445,,69,224,0,13,3535
Virginia,51775,1996,0.851231445,0,70,242,0,15,3584
Virginia,51775,1997,0.851231445,0,84,253,0,16,3631
Virginia,51775,1998,0.851231445,0,79,246,270,13,3610
Virginia,51775,1999,0.851231445,0,65,272,0,15,3694
Virginia,51775,2000,0.851231445,,64,272,283.2,19,3599
Virginia,51780,1986,0.498576302,,,,51.3,,
Virginia,51780,1987,0.498576302,0,0,0,54.9,0,0
Virginia,51780,1988,0.498576302,0,0,0,55.4,0,0
Virginia,51780,1989,0.498576302,0,0,0,56.3,0,0
Virginia,51780,1990,0.498576302,0,0,0,56.5,0,0
Virginia,51780,1991,0.498576302,0,0,0,57.5,0,0
Virginia,51780,1992,0.498576302,2,3,368,57.7,9,486
Virginia,51780,1993,0.498576302,2,3,309,52.8,6,430
Virginia,51780,1994,0.498576302,0,1,315,0,8,424
Virginia,51780,1995,0.498576302,,0,0,0,0,0
Virginia,51790,1986,0.63139287,,,,234.1,,
Virginia,51790,1987,0.63139287,0,0,0,254.4,0,0
Virginia,51790,1988,0.63139287,0,0,0,252.7,0,0
Virginia,51790,1989,0.63139287,0,0,0,255.4,0,0
Virginia,51790,1990,0.63139287,0,0,0,259.2,0,0
Virginia,51790,1991,0.63139287,0,0,0,264,0,0
Virginia,51790,1992,0.63139287,6,22,597,269.9,56,2344
Virginia,51790,1993,0.63139287,6,19,630,217.1,14,2315
Virginia,51790,1994,0.63139287,5,16,656,0,23,2259
Virginia,51790,1995,0.63139287,,18,652,0,12,2237
Virginia,51790,1996,0.610878078,2,21,653,0,10,2238
Virginia,51790,1997,0.610878078,5,26,671,0,12,2209
Virginia,51790,1998,0.610878078,1,24,689,228.4,13,2181
Virginia,51790,1999,0.610878078,2,19,674,0,16,2143
Virginia,51790,2000,0.610878078,,23,648,230.2,20,2094
Virginia,51800,1986,0.523165007,,,,498.8,,
Virginia,51800,1987,0.523165007,0,0,0,550.5,0,0
Virginia,51800,1988,0.523165007,0,0,0,556.6,0,0
Virginia,51800,1989,0.523165007,0,0,0,565.4,0,0
Virginia,51800,1990,0.523165007,0,0,0,564.8,0,0
Virginia,51800,1991,0.523165007,0,0,0,575.2,0,0
Virginia,51800,1992,0.523165007,3,18,5444,574.4,14,3783
Virginia,51800,1993,0.523165007,9,22,5594,601.6,16,3792
Virginia,51800,1994,0.523165007,14,21,5618,0,31,3938
Virginia,51800,1995,0.523165007,,55,5765,0,51,4135
Virginia,51800,1996,0.523165007,32,54,6339,0,69,4312
Virginia,51800,1997,0.523165007,38,65,6511,0,65,4367
Virginia,51800,1998,0.523165007,30,79,6603,717.8,67,4462
Virginia,51800,1999,0.523165007,31,85,6814,0,82,4657
Virginia,51800,2000,0.523165007,,85,6965,802,94,4811
Virginia,51810,1986,0.57261232,,,,3094.6,,
Virginia,51810,1987,0.57261232,0,0,0,3376.5,0,0
Virginia,51810,1988,0.57261232,0,0,0,3565.4,0,0
Virginia,51810,1989,0.57261232,0,0,0,3790.2,0,0
Virginia,51810,1990,0.57261232,0,0,0,3896.8,0,0
Virginia,51810,1991,0.57261232,0,0,0,3968.6,0,0
Virginia,51810,1992,0.57261232,70,4079,14750,4334.4,1452,53683
Virginia,51810,1993,0.57261232,78,4135,15701,4705.9,1645,53321
Virginia,51810,1994,0.57261232,77,4101,16643,0,1849,53256
Virginia,51810,1995,0.57261232,,4079,17596,0,1941,52807
Virginia,51810,1996,0.57261232,84,4114,18524,0,2204,51751
Virginia,51810,1997,0.57261232,103,4084,19587,0,2302,51445
Virginia,51810,1998,0.57261232,140,4112,20211,4852.7,2528,50451
Virginia,51810,1999,0.57261232,161,4161,20661,0,2680,50028
Virginia,51810,2000,0.57261232,,4169,20917,5461.4,2840,48461
Virginia,51820,1986,0.702083882,,,,142.9,,
Virginia,51820,1987,0.702083882,0,0,0,171.3,0,0
Virginia,51820,1988,0.702083882,0,0,0,170.7,0,0
Virginia,51820,1989,0.702083882,0,0,0,178,0,0
Virginia,51820,1990,0.702083882,0,0,0,174.8,0,0
Virginia,51820,1991,0.702083882,0,0,0,178,0,0
Virginia,51820,1992,0.702083882,4,15,411,185.2,26,2376
Virginia,51820,1993,0.702083882,6,13,423,187.5,25,2314
Virginia,51820,1994,0.702083882,9,19,459,0,31,2347
Virginia,51820,1995,0.702083882,,12,505,0,37,2461
Virginia,51820,1996,0.702083882,1,24,509,0,44,2408
Virginia,51820,1997,0.702083882,1,28,497,0,54,2423
Virginia,51820,1998,0.702083882,1,22,496,213,60,2402
Virginia,51820,1999,0.702083882,6,25,475,0,88,2374
Virginia,51820,2000,0.702083882,,26,478,219.2,121,2396
Virginia,51840,1986,0.629386801,,,,201.3,,
Virginia,51840,1987,0.629386801,0,0,0,222.8,0,0
Virginia,51840,1988,0.629386801,0,0,0,227.3,0,0
Virginia,51840,1989,0.629386801,0,0,0,226.1,0,0
Virginia,51840,1990,0.629386801,0,0,0,227.8,0,0
Virginia,51840,1991,0.629386801,0,0,0,232,0,0
Virginia,51840,1992,0.629386801,4,46,504,230.1,33,2542
Virginia,51840,1993,0.629386801,0,53,532,239.2,56,2515
Virginia,51840,1994,0.629386801,2,50,544,0,82,2546
Virginia,51840,1995,0.629386801,,54,575,0,82,2584
Virginia,51840,1996,0.629386801,6,54,565,0,108,2605
Virginia,51840,1997,0.629386801,4,54,556,0,113,2613
Virginia,51840,1998,0.629386801,8,59,582,274,126,2552
Virginia,51840,1999,0.629386801,16,68,573,0,181,2576
Virginia,51840,2000,0.629386801,,69,605,297,223,2488
Washington,53001,1986,0.688407695,,,,178,,
Washington,53001,1987,0.688407695,15,34,14,176,1159,1990
Washington,53001,1988,0.688407695,13,44,13,181,1272,1934
Washington,53001,1989,0.688407695,17,48,10,185.8,1401,1941
Washington,53001,1990,0.688407695,15,36,9,189.1,1529,1933
Washington,53001,1991,0.688407695,10,31,13,194.4,1617,1890
Washington,53001,1992,0.688407695,21,29,18,197.3,1779,1831
Washington,53001,1993,0.688407695,11,33,11,201.9,1874,1821
Washington,53001,1994,0.688407695,8,23,13,203.2,1905,1802
Washington,53001,1995,0.688407695,,30,11,207.5,1941,1692
Washington,53001,1996,0.676810244,9,26,14,197.8,1990,1724
Washington,53001,1997,0.676810244,8,23,12,201.1,2029,1633
Washington,53001,1998,0.676810244,8,27,14,204.4,2112,1616
Washington,53001,1999,0.676810244,5,23,13,207.5,2211,1597
Washington,53001,2000,0.676810244,,20,14,210.6,2254,1499
Washington,53003,1986,0.896366441,,,,165.7,,
Washington,53003,1987,0.896366441,47,25,9,170,47,3097
Washington,53003,1988,0.896366441,74,19,9,168,33,3123
Washington,53003,1989,0.896366441,96,17,19,172.4,32,3197
Washington,53003,1990,0.896366441,73,23,18,171.2,45,3218
Washington,53003,1991,0.896366441,79,22,19,179.7,57,3292
Washington,53003,1992,0.896366441,68,20,18,182.4,54,3365
Washington,53003,1993,0.896366441,67,22,22,177.3,64,3378
Washington,53003,1994,0.896366441,82,27,20,187.6,72,3461
Washington,53003,1995,0.896366441,,29,19,186.9,61,3540
Washington,53003,1996,0.896366441,73,27,26,188.2,68,3541
Washington,53003,1997,0.896366441,77,34,24,184.6,69,3602
Washington,53003,1998,0.896366441,80,28,27,186.4,71,3445
Washington,53003,1999,0.896366441,87,23,34,181.2,72,3370
Washington,53003,2000,0.896366441,,25,36,180.1,72,3304
Washington,53005,1986,0.733134828,,,,1034.1,,
Washington,53005,1987,0.733134828,99,622,299,1067,1635,19338
Washington,53005,1988,0.733134828,84,608,289,1044,1788,18956
Washington,53005,1989,0.733134828,95,608,310,1159.7,2058,19477
Washington,53005,1990,0.733134828,87,638,311,1132.7,2341,20080
Washington,53005,1991,0.733134828,78,694,319,1183,2450,20927
Washington,53005,1992,0.733134828,134,710,349,1235.7,2690,21745
Washington,53005,1993,0.733134828,114,696,367,1285.4,2841,22386
Washington,53005,1994,0.733134828,122,703,389,1318.9,3141,22824
Washington,53005,1995,0.733134828,,745,416,1355.3,3187,22614
Washington,53005,1996,0.728682814,126,736,439,1381.3,3677,23206
Washington,53005,1997,0.728682814,119,702,474,1385.7,3921,23149
Washington,53005,1998,0.728682814,115,747,497,1385.8,4139,22917
Washington,53005,1999,0.728682814,119,765,526,1416.1,4405,22848
Washington,53005,2000,0.728682814,,702,518,1428.5,4634,22853
Washington,53007,1986,0.702241564,,,,439.3,,
Washington,53007,1987,0.702241564,71,124,25,460,811,8276
Washington,53007,1988,0.702241564,87,141,25,462,999,8290
Washington,53007,1989,0.702241564,107,116,25,475,1228,8175
Washington,53007,1990,0.702241564,128,116,30,495.1,1429,8297
Washington,53007,1991,0.702241564,110,135,34,513.3,1651,8693
Washington,53007,1992,0.702241564,131,142,25,529.9,1916,8977
Washington,53007,1993,0.702241564,115,149,29,563.8,2275,8918
Washington,53007,1994,0.702241564,117,144,38,603.4,2483,9200
Washington,53007,1995,0.702241564,,151,26,619.5,2966,9293
Washington,53007,1996,0.704761576,136,154,30,632.2,3312,9258
Washington,53007,1997,0.704761576,149,152,41,666.7,3597,9199
Washington,53007,1998,0.704761576,141,139,33,667,3694,9115
Washington,53007,1999,0.704761576,144,133,45,666.8,3935,8943
Washington,53007,2000,0.704761576,,137,36,674.7,4058,8655
Washington,53009,1986,0.779564067,,,,413.9,,
Washington,53009,1987,0.779564067,798,159,42,483,153,8222
Washington,53009,1988,0.779564067,764,176,41,461,150,8305
Washington,53009,1989,0.779564067,773,171,44,477.4,154,8449
Washington,53009,1990,0.779564067,794,172,46,495.5,184,8686
Washington,53009,1991,0.779564067,791,165,52,524,207,8901
Washington,53009,1992,0.779564067,851,176,61,529.1,226,9025
Washington,53009,1993,0.779564067,903,156,90,542.3,264,9057
Washington,53009,1994,0.779564067,916,185,88,543.5,281,9102
Washington,53009,1995,0.779564067,,192,83,548.1,293,9093
Washington,53009,1996,0.782476743,987,202,102,546.3,313,9112
Washington,53009,1997,0.782476743,1090,211,90,550.1,327,8932
Washington,53009,1998,0.782476743,1038,194,125,554.2,364,8819
Washington,53009,1999,0.782476743,1081,208,118,558,385,8576
Washington,53009,2000,0.782476743,,207,134,552.8,384,8252
Washington,53011,1986,0.819911357,,,,1934.4,,
Washington,53011,1987,0.819911357,531,1407,859,1997,869,39787
Washington,53011,1988,0.819911357,537,1574,889,2064,907,40122
Washington,53011,1989,0.819911357,615,1554,881,2173.5,972,40986
Washington,53011,1990,0.819911357,667,1709,975,2258,1091,42666
Washington,53011,1991,0.819911357,636,1736,976,2352.6,1218,44490
Washington,53011,1992,0.819911357,660,1850,1068,2431.6,1287,46274
Washington,53011,1993,0.819911357,686,1994,1139,2589,1405,47929
Washington,53011,1994,0.819911357,713,2137,1175,2629.5,1581,49662
Washington,53011,1995,0.819911357,,2293,1233,2788,1848,51422
Washington,53011,1996,0.821225211,810,2484,1388,2927.7,2076,53340
Washington,53011,1997,0.821225211,892,2600,1490,2995.7,2315,54918
Washington,53011,1998,0.821225211,870,2692,1626,3058.5,2534,55577
Washington,53011,1999,0.821225211,829,2822,1830,3197.5,2778,56405
Washington,53011,2000,0.821225211,,3031,1951,3304.9,3190,56827
Washington,53013,1986,0.832337492,,,,39.2,,
Washington,53013,1987,0.832337492,2,6,0,39,59,650
